cust_id,trip_date,trip_distance,trip_duration,trip_fare,trip_tips,trip_wait_time,trip_rating,pri_id,cust_name,trip_id,driver_id
49,2025-02-12,10.18,14.96,14.84,9.48,1.0,5.0,59.0,Jasmine Lee,T869,86
49,2025-02-13,2.5,2.26,38.41,4.45,1.0,2.0,59.0,Jasmine Lee,T870,82
49,2025-02-15,1.78,1.83,20.97,1.68,2.0,2.0,59.0,Jasmine Lee,T871,69
49,2025-02-20,4.38,3.16,31.9,1.52,3.0,4.0,59.0,Jasmine Lee,T872,31
49,2025-02-21,6.04,6.63,5.33,5.05,4.0,5.0,59.0,Jasmine Lee,T873,91
49,2025-03-11,0.2,0.23,23.93,9.79,2.0,,59.0,Jasmine Lee,T874,93
49,2025-03-14,6.32,5.84,43.9,7.98,2.0,4.0,59.0,Jasmine Lee,T875,127
49,2025-03-23,2.44,1.66,8.75,6.97,6.0,4.0,59.0,Jasmine Lee,T876,16
49,2025-04-06,0.36,0.34,44.5,4.17,1.0,5.0,59.0,Jasmine Lee,T877,54
49,2025-04-07,4.08,7.36,28.07,9.72,1.0,4.0,59.0,Jasmine Lee,T878,140
49,2025-04-14,9.75,12.11,10.81,1.93,1.0,5.0,59.0,Jasmine Lee,T879,20
49,2025-04-20,3.19,4.38,19.97,1.66,8.0,3.0,59.0,Jasmine Lee,T880,82
49,2025-04-24,22.17,22.5,45.1,1.79,2.0,5.0,59.0,Jasmine Lee,T881,109
49,2025-04-26,20.59,37.42,37.42,0.97,1.0,2.0,59.0,Jasmine Lee,T882,113
49,2025-04-27,0.2,0.38,11.05,7.74,2.0,4.0,59.0,Jasmine Lee,T883,17
49,2025-04-28,2.8,5.31,5.47,7.84,4.0,5.0,59.0,Jasmine Lee,T884,149
49,2025-05-07,2.84,2.74,22.51,4.77,7.0,5.0,59.0,Jasmine Lee,T885,126
50,2025-02-15,2.05,1.84,48.29,9.27,2.0,4.0,,Ronald Rivera,T886,3
50,2025-02-21,1.63,1.12,31.09,1.43,1.0,3.0,,Ronald Rivera,T887,17
50,2025-02-23,2.6,1.73,31.03,0.55,0.0,2.0,,Ronald Rivera,T888,50
50,2025-03-02,2.9,2.87,19.24,2.59,0.0,3.0,,Ronald Rivera,T889,122
50,2025-03-04,16.99,11.76,30.69,3.35,7.0,1.0,,Ronald Rivera,T890,90
50,2025-03-05,8.32,5.74,12.27,0.91,10.0,4.0,,Ronald Rivera,T891,87
50,2025-03-16,0.07,0.09,36.18,4.5,4.0,,,Ronald Rivera,T892,6
50,2025-03-17,1.69,1.63,23.25,5.33,1.0,,,Ronald Rivera,T893,55
50,2025-03-18,9.6,9.62,15.23,6.03,2.0,5.0,,Ronald Rivera,T894,147
50,2025-03-23,3.62,2.43,21.69,6.11,4.0,2.0,,Ronald Rivera,T895,102
50,2025-03-24,2.43,2.87,40.18,4.32,2.0,5.0,,Ronald Rivera,T896,29
50,2025-03-26,4.3,5.11,15.72,8.1,1.0,4.0,,Ronald Rivera,T897,111
50,2025-04-03,1.51,2.97,28.0,6.48,2.0,,,Ronald Rivera,T898,10
50,2025-04-06,4.23,3.1,30.61,1.39,6.0,4.0,,Ronald Rivera,T899,91
50,2025-04-07,6.33,7.26,25.61,0.92,2.0,5.0,,Ronald Rivera,T900,29
50,2025-04-11,1.4,0.95,16.14,9.58,1.0,5.0,,Ronald Rivera,T901,45
50,2025-04-13,17.0,18.02,28.67,3.21,3.0,3.0,,Ronald Rivera,T902,51
50,2025-04-14,6.67,12.09,22.38,0.49,1.0,3.0,,Ronald Rivera,T903,101
50,2025-04-17,3.38,4.12,18.93,1.92,11.0,4.0,,Ronald Rivera,T904,128
50,2025-04-23,2.94,2.73,15.87,9.83,3.0,5.0,,Ronald Rivera,T905,11
50,2025-04-24,4.67,7.93,7.88,6.77,3.0,5.0,,Ronald Rivera,T906,82
50,2025-04-25,1.18,0.88,42.97,0.3,2.0,2.0,,Ronald Rivera,T907,128
50,2025-05-05,0.72,0.5,13.96,0.73,1.0,4.0,,Ronald Rivera,T908,6
50,2025-05-07,3.94,6.3,15.74,2.9,1.0,4.0,,Ronald Rivera,T909,67
50,2025-05-08,6.09,8.49,22.59,3.67,11.0,,,Ronald Rivera,T910,62
51,2025-02-10,8.05,10.85,19.26,0.68,1.0,4.0,,Nicholas Krueger,T911,133
51,2025-02-14,7.52,5.54,21.19,8.45,3.0,3.0,,Nicholas Krueger,T912,137
51,2025-02-16,0.31,0.26,23.41,0.1,1.0,5.0,,Nicholas Krueger,T913,28
51,2025-02-21,7.27,9.04,18.23,8.12,2.0,5.0,,Nicholas Krueger,T914,38
51,2025-02-24,5.9,3.97,34.8,2.25,3.0,,,Nicholas Krueger,T915,43
51,2025-03-06,0.85,0.68,17.36,5.68,2.0,3.0,,Nicholas Krueger,T916,117
51,2025-03-14,4.33,3.12,33.43,5.69,2.0,2.0,,Nicholas Krueger,T917,149
51,2025-03-22,1.33,1.34,13.18,3.1,2.0,3.0,,Nicholas Krueger,T918,46
51,2025-03-23,1.49,1.55,46.75,1.33,6.0,5.0,,Nicholas Krueger,T919,49
51,2025-03-28,0.56,0.44,39.55,8.08,0.0,4.0,,Nicholas Krueger,T920,39
51,2025-04-02,8.99,8.34,25.63,6.46,2.0,1.0,,Nicholas Krueger,T921,71
51,2025-04-03,5.09,8.75,18.17,4.35,2.0,2.0,,Nicholas Krueger,T922,127
51,2025-04-07,5.88,4.54,9.69,1.63,0.0,5.0,,Nicholas Krueger,T923,149
51,2025-04-09,3.76,3.89,34.23,1.07,6.0,5.0,,Nicholas Krueger,T924,1
51,2025-04-10,4.92,8.55,7.22,1.12,1.0,2.0,,Nicholas Krueger,T925,136
51,2025-04-14,1.51,1.71,32.47,9.43,5.0,5.0,,Nicholas Krueger,T926,69
51,2025-04-16,0.6,0.49,33.76,2.75,1.0,,,Nicholas Krueger,T927,30
51,2025-04-17,1.53,1.96,6.11,9.31,4.0,5.0,,Nicholas Krueger,T928,115
51,2025-04-20,9.05,6.14,7.94,9.76,5.0,4.0,,Nicholas Krueger,T929,8
51,2025-04-21,5.21,8.29,49.21,6.5,7.0,4.0,,Nicholas Krueger,T930,113
51,2025-04-25,0.2,0.23,36.57,8.26,2.0,2.0,,Nicholas Krueger,T931,19
51,2025-05-10,2.78,2.87,33.85,9.29,1.0,4.0,,Nicholas Krueger,T932,59
52,2025-02-26,0.34,0.23,26.5,3.6,1.0,5.0,,Angela Aguirre,T933,79
52,2025-03-16,5.43,4.47,19.21,2.68,0.0,5.0,,Angela Aguirre,T934,36
52,2025-03-18,0.2,0.18,45.09,8.7,2.0,4.0,,Angela Aguirre,T935,55
52,2025-04-07,0.4,0.34,16.01,8.21,2.0,5.0,,Angela Aguirre,T936,44
52,2025-04-13,10.48,14.1,13.66,5.51,0.0,,,Angela Aguirre,T937,77
52,2025-04-21,8.59,6.82,42.97,0.49,2.0,3.0,,Angela Aguirre,T938,78
52,2025-05-10,3.95,6.68,31.21,7.57,1.0,2.0,,Angela Aguirre,T939,101
53,2025-02-13,1.02,1.83,42.82,5.88,0.0,1.0,4.0,Melanie Green,T940,30
53,2025-03-12,4.25,3.22,20.73,3.27,3.0,3.0,4.0,Melanie Green,T941,39
53,2025-04-28,0.13,0.11,31.13,6.26,4.0,5.0,4.0,Melanie Green,T942,13
53,2025-05-01,1.15,1.35,10.84,1.26,3.0,5.0,4.0,Melanie Green,T943,122
54,2025-02-11,16.45,14.58,9.75,1.84,5.0,4.0,,Steven Clark,T944,144
54,2025-02-21,4.82,3.76,42.55,7.03,0.0,5.0,,Steven Clark,T945,112
54,2025-02-24,9.51,12.1,19.14,6.4,10.0,1.0,,Steven Clark,T946,45
54,2025-02-25,4.34,6.51,12.92,7.12,1.0,4.0,,Steven Clark,T947,119
54,2025-02-28,12.32,17.31,39.15,1.44,2.0,,,Steven Clark,T948,35
54,2025-03-01,0.79,0.69,12.05,2.33,3.0,4.0,,Steven Clark,T949,7
54,2025-03-02,7.03,8.68,23.25,4.48,12.0,3.0,,Steven Clark,T950,110
54,2025-03-10,1.75,2.05,16.35,5.65,7.0,3.0,,Steven Clark,T951,114
54,2025-03-13,11.31,18.74,45.81,6.57,1.0,,,Steven Clark,T952,51
54,2025-03-16,3.02,2.09,18.57,6.77,1.0,3.0,,Steven Clark,T953,46
54,2025-03-19,0.49,0.76,24.03,1.05,5.0,2.0,,Steven Clark,T954,20
54,2025-03-21,0.7,0.61,9.39,1.97,1.0,,,Steven Clark,T955,96
54,2025-03-31,8.62,10.09,29.18,6.56,3.0,5.0,,Steven Clark,T956,38
54,2025-04-03,4.95,6.46,25.5,0.39,7.0,4.0,,Steven Clark,T957,104
54,2025-04-04,8.93,5.99,36.13,1.64,3.0,,,Steven Clark,T958,32
54,2025-04-09,21.2,17.86,40.94,2.44,0.0,5.0,,Steven Clark,T959,58
54,2025-04-10,12.05,13.65,24.36,6.31,2.0,3.0,,Steven Clark,T960,148
54,2025-04-11,7.18,5.0,12.87,9.41,6.0,5.0,,Steven Clark,T961,82
54,2025-04-12,1.46,2.57,46.05,2.68,3.0,5.0,,Steven Clark,T962,50
54,2025-04-14,1.49,1.22,21.89,0.28,3.0,2.0,,Steven Clark,T963,52
54,2025-04-16,8.66,11.78,23.23,6.52,3.0,2.0,,Steven Clark,T964,86
54,2025-04-21,0.09,0.06,41.89,2.7,22.0,2.0,,Steven Clark,T965,115
54,2025-05-08,1.54,1.32,46.21,9.65,2.0,5.0,,Steven Clark,T966,150
55,2025-02-18,0.73,0.49,12.37,9.64,1.0,2.0,92.0,Robert Jackson,T967,53
55,2025-02-27,1.59,1.21,8.98,3.78,1.0,,92.0,Robert Jackson,T968,66
55,2025-03-17,4.97,5.42,49.38,1.67,5.0,3.0,92.0,Robert Jackson,T969,117
55,2025-03-25,0.36,0.65,31.13,1.2,8.0,4.0,92.0,Robert Jackson,T970,43
55,2025-04-04,9.26,9.79,37.93,7.09,1.0,4.0,92.0,Robert Jackson,T971,82
55,2025-04-16,5.07,8.88,29.07,3.62,17.0,4.0,92.0,Robert Jackson,T972,64
55,2025-04-27,8.47,9.09,31.79,7.96,7.0,4.0,92.0,Robert Jackson,T973,137
56,2025-02-10,4.64,4.11,11.49,4.17,0.0,1.0,,Melinda Benson,T974,113
56,2025-02-15,10.34,14.04,38.12,2.12,1.0,4.0,,Melinda Benson,T975,135
56,2025-03-01,0.89,0.61,43.87,8.52,2.0,5.0,,Melinda Benson,T976,54
56,2025-03-06,0.78,1.53,31.4,0.2,2.0,4.0,,Melinda Benson,T977,65
56,2025-03-11,0.04,0.04,24.92,7.18,4.0,2.0,,Melinda Benson,T978,2
56,2025-03-12,8.39,7.71,15.65,2.11,3.0,5.0,,Melinda Benson,T979,132
56,2025-03-16,2.69,3.55,35.12,8.67,2.0,4.0,,Melinda Benson,T980,78
56,2025-03-18,1.14,1.01,49.8,3.59,2.0,4.0,,Melinda Benson,T981,32
56,2025-03-20,4.17,2.94,25.3,8.01,4.0,4.0,,Melinda Benson,T982,100
56,2025-03-22,3.39,4.9,16.06,4.64,7.0,3.0,,Melinda Benson,T983,130
56,2025-03-23,15.21,14.72,29.43,6.32,0.0,4.0,,Melinda Benson,T984,104
56,2025-03-24,0.52,0.46,40.01,4.47,1.0,2.0,,Melinda Benson,T985,142
56,2025-03-26,2.61,1.83,23.85,7.1,2.0,2.0,,Melinda Benson,T986,148
56,2025-03-27,20.86,17.88,31.36,2.85,0.0,,,Melinda Benson,T987,89
56,2025-03-30,0.96,0.84,37.29,2.45,4.0,5.0,,Melinda Benson,T988,49
56,2025-03-31,4.77,3.43,19.89,0.79,1.0,,,Melinda Benson,T989,136
56,2025-04-02,2.47,2.0,14.54,6.85,1.0,3.0,,Melinda Benson,T990,149
56,2025-04-03,2.65,3.61,44.57,0.2,10.0,3.0,,Melinda Benson,T991,87
56,2025-04-08,2.07,4.08,42.14,6.8,0.0,2.0,,Melinda Benson,T992,8
56,2025-04-09,7.81,7.0,33.01,0.45,1.0,4.0,,Melinda Benson,T993,101
56,2025-04-11,7.34,5.6,47.62,4.0,2.0,5.0,,Melinda Benson,T994,16
56,2025-04-12,3.31,2.37,8.93,9.08,8.0,5.0,,Melinda Benson,T995,40
56,2025-04-13,7.83,11.17,43.26,8.05,1.0,,,Melinda Benson,T996,106
56,2025-04-15,0.26,0.4,30.91,5.38,3.0,1.0,,Melinda Benson,T997,27
56,2025-04-19,16.14,29.64,5.63,1.43,3.0,,,Melinda Benson,T998,104
56,2025-04-20,5.48,4.14,29.39,0.13,2.0,4.0,,Melinda Benson,T999,105
56,2025-04-21,0.37,0.31,39.43,5.03,2.0,2.0,,Melinda Benson,T1000,146
56,2025-04-23,5.22,7.76,32.59,8.72,1.0,,,Melinda Benson,T1001,35
56,2025-04-25,3.65,6.37,16.39,6.27,5.0,5.0,,Melinda Benson,T1002,113
56,2025-04-26,19.3,19.26,38.91,4.55,0.0,4.0,,Melinda Benson,T1003,52
57,2025-02-14,3.95,6.7,43.4,4.18,6.0,2.0,,Jennifer Shea,T1004,143
57,2025-02-22,0.48,0.63,10.8,8.75,4.0,2.0,,Jennifer Shea,T1005,53
57,2025-02-26,4.88,5.7,15.52,7.89,3.0,2.0,,Jennifer Shea,T1006,91
57,2025-03-01,6.25,4.55,44.0,1.27,3.0,2.0,,Jennifer Shea,T1007,81
57,2025-03-24,2.79,4.22,39.15,7.0,0.0,4.0,,Jennifer Shea,T1008,104
57,2025-03-31,8.43,5.87,47.76,5.14,2.0,4.0,,Jennifer Shea,T1009,66
57,2025-04-07,9.43,9.5,27.06,4.72,6.0,5.0,,Jennifer Shea,T1010,113
57,2025-04-14,2.58,3.1,30.77,4.92,1.0,5.0,,Jennifer Shea,T1011,31
57,2025-04-15,3.33,3.99,15.75,1.07,9.0,3.0,,Jennifer Shea,T1012,61
57,2025-04-18,0.92,0.96,6.58,3.07,1.0,4.0,,Jennifer Shea,T1013,101
57,2025-04-26,4.01,4.68,48.45,4.47,1.0,3.0,,Jennifer Shea,T1014,105
57,2025-05-04,1.4,1.46,14.27,7.6,4.0,1.0,,Jennifer Shea,T1015,98
57,2025-05-05,2.71,2.12,30.37,3.39,1.0,5.0,,Jennifer Shea,T1016,34
58,2025-02-11,0.27,0.2,44.35,1.98,1.0,5.0,,Kyle Smith,T1017,59
58,2025-02-14,1.92,1.37,13.03,1.27,2.0,2.0,,Kyle Smith,T1018,3
58,2025-02-18,1.09,0.75,21.93,9.76,8.0,4.0,,Kyle Smith,T1019,17
58,2025-02-19,1.57,1.31,49.51,6.59,1.0,5.0,,Kyle Smith,T1020,78
58,2025-02-20,0.27,0.44,49.98,0.04,5.0,5.0,,Kyle Smith,T1021,46
58,2025-02-21,3.56,4.45,17.81,1.51,1.0,5.0,,Kyle Smith,T1022,35
58,2025-02-22,3.88,6.72,9.6,0.18,2.0,,,Kyle Smith,T1023,129
58,2025-02-28,5.07,3.89,21.27,4.66,0.0,5.0,,Kyle Smith,T1024,112
58,2025-03-01,7.64,11.44,26.93,5.12,3.0,,,Kyle Smith,T1025,132
58,2025-03-11,4.33,4.16,7.83,0.5,1.0,1.0,,Kyle Smith,T1026,61
58,2025-03-12,6.8,5.56,42.62,1.36,1.0,3.0,,Kyle Smith,T1027,97
58,2025-03-15,1.43,1.64,27.0,2.55,2.0,,,Kyle Smith,T1028,145
58,2025-03-18,0.29,0.45,33.16,0.53,0.0,5.0,,Kyle Smith,T1029,90
58,2025-03-22,3.59,3.5,12.69,5.62,1.0,3.0,,Kyle Smith,T1030,136
58,2025-03-24,4.5,6.34,48.66,1.16,0.0,5.0,,Kyle Smith,T1031,59
58,2025-03-25,7.76,9.73,11.55,1.36,4.0,4.0,,Kyle Smith,T1032,18
58,2025-03-27,7.63,5.31,12.01,6.92,1.0,5.0,,Kyle Smith,T1033,95
58,2025-03-30,1.17,2.04,23.11,7.03,8.0,5.0,,Kyle Smith,T1034,16
58,2025-04-01,0.47,0.32,20.17,2.59,2.0,2.0,,Kyle Smith,T1035,10
58,2025-04-03,3.43,5.5,20.78,4.01,4.0,5.0,,Kyle Smith,T1036,104
58,2025-04-06,0.83,0.96,11.81,3.73,5.0,5.0,,Kyle Smith,T1037,76
58,2025-04-09,1.06,1.22,33.27,1.06,0.0,,,Kyle Smith,T1038,150
58,2025-04-11,7.59,8.53,46.01,5.79,2.0,2.0,,Kyle Smith,T1039,16
58,2025-04-13,2.38,1.77,34.28,6.44,6.0,5.0,,Kyle Smith,T1040,12
58,2025-04-19,12.62,21.22,38.32,5.44,4.0,4.0,,Kyle Smith,T1041,75
58,2025-04-20,0.91,0.7,8.88,7.2,2.0,2.0,,Kyle Smith,T1042,129
58,2025-04-24,2.06,3.98,29.74,4.0,3.0,5.0,,Kyle Smith,T1043,27
58,2025-04-25,9.05,12.65,43.32,1.2,1.0,,,Kyle Smith,T1044,12
58,2025-04-30,9.24,9.23,9.38,9.81,1.0,4.0,,Kyle Smith,T1045,30
58,2025-05-04,2.15,1.51,29.72,0.66,3.0,5.0,,Kyle Smith,T1046,9
59,2025-02-13,1.48,1.71,13.77,8.44,5.0,4.0,,Mark Richardson,T1047,53
59,2025-02-15,7.18,5.92,30.6,2.08,6.0,4.0,,Mark Richardson,T1048,54
59,2025-02-17,16.99,17.84,22.52,1.43,9.0,3.0,,Mark Richardson,T1049,49
59,2025-02-20,10.13,7.33,8.75,3.5,4.0,3.0,,Mark Richardson,T1050,4
59,2025-02-22,7.64,8.1,40.01,4.85,1.0,4.0,,Mark Richardson,T1051,79
59,2025-02-28,2.36,2.72,41.4,5.26,1.0,4.0,,Mark Richardson,T1052,91
59,2025-03-03,5.55,7.21,47.0,2.78,4.0,4.0,,Mark Richardson,T1053,79
59,2025-03-04,5.22,9.86,27.93,6.18,2.0,4.0,,Mark Richardson,T1054,103
59,2025-03-05,0.42,0.61,23.39,9.51,2.0,2.0,,Mark Richardson,T1055,111
59,2025-03-11,0.19,0.16,27.89,5.38,1.0,5.0,,Mark Richardson,T1056,58
59,2025-03-12,0.92,1.33,17.88,4.61,1.0,4.0,,Mark Richardson,T1057,82
59,2025-03-13,5.26,3.97,8.29,4.18,1.0,,,Mark Richardson,T1058,132
59,2025-03-19,4.53,3.74,28.32,0.07,0.0,4.0,,Mark Richardson,T1059,22
59,2025-03-20,12.68,8.64,25.62,5.41,9.0,5.0,,Mark Richardson,T1060,131
59,2025-03-22,0.34,0.35,26.14,2.4,2.0,4.0,,Mark Richardson,T1061,79
59,2025-03-23,2.21,3.33,42.36,5.04,3.0,3.0,,Mark Richardson,T1062,99
59,2025-03-27,13.71,9.71,6.77,2.09,4.0,5.0,,Mark Richardson,T1063,38
59,2025-03-29,17.19,12.37,28.85,6.01,0.0,2.0,,Mark Richardson,T1064,117
59,2025-03-30,3.08,2.73,38.42,5.57,1.0,4.0,,Mark Richardson,T1065,26
59,2025-04-03,0.46,0.5,36.2,7.5,14.0,3.0,,Mark Richardson,T1066,136
59,2025-04-06,3.45,4.16,43.56,4.41,3.0,5.0,,Mark Richardson,T1067,50
59,2025-04-07,1.14,0.83,44.99,0.6,1.0,3.0,,Mark Richardson,T1068,38
59,2025-04-10,3.59,2.49,20.85,0.48,6.0,4.0,,Mark Richardson,T1069,138
59,2025-04-14,1.11,1.2,46.19,3.86,4.0,4.0,,Mark Richardson,T1070,42
59,2025-04-18,22.27,23.07,16.8,0.58,2.0,2.0,,Mark Richardson,T1071,37
59,2025-04-23,14.74,11.64,31.59,2.68,4.0,,,Mark Richardson,T1072,140
59,2025-04-28,10.67,10.51,30.3,7.75,2.0,2.0,,Mark Richardson,T1073,49
59,2025-05-08,0.67,0.65,5.95,2.69,4.0,1.0,,Mark Richardson,T1074,142
60,2025-02-11,4.52,4.35,26.79,9.69,0.0,4.0,,Desiree Wilson,T1075,46
60,2025-03-02,9.2,6.15,19.41,4.3,7.0,2.0,,Desiree Wilson,T1076,29
60,2025-03-14,4.78,5.28,20.63,0.41,1.0,5.0,,Desiree Wilson,T1077,12
60,2025-03-18,14.86,19.35,7.49,8.11,2.0,2.0,,Desiree Wilson,T1078,116
60,2025-04-09,13.59,10.73,42.08,6.58,3.0,,,Desiree Wilson,T1079,82
60,2025-04-10,6.26,4.39,10.27,5.17,2.0,2.0,,Desiree Wilson,T1080,44
60,2025-04-20,4.49,4.57,5.45,6.23,1.0,4.0,,Desiree Wilson,T1081,2
60,2025-05-06,15.03,17.01,37.16,4.24,3.0,3.0,,Desiree Wilson,T1082,17
60,2025-05-07,2.65,3.69,10.88,9.66,1.0,1.0,,Desiree Wilson,T1083,138
61,2025-03-26,1.25,0.98,8.6,2.01,2.0,1.0,,Melanie Harper,T1084,18
61,2025-04-07,0.44,0.34,46.18,7.71,6.0,5.0,,Melanie Harper,T1085,22
61,2025-04-26,0.27,0.21,40.96,8.46,2.0,2.0,,Melanie Harper,T1086,83
62,2025-02-23,9.33,7.6,12.01,9.81,1.0,2.0,,Justin Thompson,T1087,58
62,2025-03-07,7.86,11.44,49.94,0.67,0.0,5.0,,Justin Thompson,T1088,53
62,2025-03-14,2.27,1.69,45.57,5.55,8.0,1.0,,Justin Thompson,T1089,1
62,2025-03-20,0.39,0.52,44.97,6.69,2.0,4.0,,Justin Thompson,T1090,61
62,2025-03-31,1.04,0.8,17.09,9.67,2.0,2.0,,Justin Thompson,T1091,31
62,2025-04-05,4.1,4.09,24.89,1.44,1.0,4.0,,Justin Thompson,T1092,66
62,2025-04-09,4.41,8.67,37.09,7.61,1.0,2.0,,Justin Thompson,T1093,147
62,2025-04-12,7.03,4.83,19.56,2.4,1.0,4.0,,Justin Thompson,T1094,53
62,2025-05-02,0.84,0.98,30.21,6.97,1.0,4.0,,Justin Thompson,T1095,95
62,2025-05-09,4.13,8.16,44.66,0.79,0.0,5.0,,Justin Thompson,T1096,150
63,2025-02-12,12.63,16.39,30.6,3.7,6.0,,,Christopher Cole,T1097,23
63,2025-03-19,6.73,11.47,23.46,6.69,2.0,1.0,,Christopher Cole,T1098,143
63,2025-03-27,1.06,0.82,18.57,4.54,1.0,5.0,,Christopher Cole,T1099,131
63,2025-03-30,6.91,8.95,16.34,1.18,8.0,4.0,,Christopher Cole,T1100,87
63,2025-04-01,3.81,3.48,41.32,3.66,2.0,2.0,,Christopher Cole,T1101,148
63,2025-04-24,0.69,0.67,18.88,9.37,6.0,5.0,,Christopher Cole,T1102,125
63,2025-05-05,1.42,2.65,37.78,1.02,1.0,4.0,,Christopher Cole,T1103,109
63,2025-05-10,3.48,2.84,23.29,1.13,2.0,4.0,,Christopher Cole,T1104,40
64,2025-02-11,8.53,12.7,36.18,8.08,2.0,5.0,,Haley Palmer,T1105,121
64,2025-02-16,2.66,4.17,28.61,6.66,3.0,3.0,,Haley Palmer,T1106,39
64,2025-03-11,11.87,10.92,25.24,0.85,4.0,5.0,,Haley Palmer,T1107,120
64,2025-03-18,3.41,2.44,23.48,2.68,7.0,5.0,,Haley Palmer,T1108,18
64,2025-03-27,5.79,4.26,43.92,0.89,1.0,2.0,,Haley Palmer,T1109,143
64,2025-04-14,1.37,1.49,19.43,2.51,0.0,3.0,,Haley Palmer,T1110,37
64,2025-04-23,4.25,4.51,38.59,3.47,7.0,5.0,,Haley Palmer,T1111,5
64,2025-04-28,2.02,1.62,10.86,1.52,1.0,5.0,,Haley Palmer,T1112,73
64,2025-05-08,1.41,2.5,43.64,1.32,3.0,3.0,,Haley Palmer,T1113,135
65,2025-02-27,4.05,3.94,15.49,6.55,6.0,3.0,78.0,Lisa Mcdonald,T1114,41
65,2025-03-06,5.92,11.47,20.83,3.73,2.0,2.0,78.0,Lisa Mcdonald,T1115,10
65,2025-03-14,7.81,10.88,41.14,6.77,2.0,5.0,78.0,Lisa Mcdonald,T1116,68
65,2025-04-30,5.42,6.34,18.26,8.09,3.0,5.0,78.0,Lisa Mcdonald,T1117,24
65,2025-05-02,2.38,2.96,41.81,4.59,8.0,4.0,78.0,Lisa Mcdonald,T1118,78
65,2025-05-05,5.42,3.86,15.44,0.99,4.0,5.0,78.0,Lisa Mcdonald,T1119,145
65,2025-05-07,9.73,10.63,24.7,0.89,1.0,3.0,78.0,Lisa Mcdonald,T1120,109
65,2025-05-08,7.4,12.86,24.25,8.28,3.0,2.0,78.0,Lisa Mcdonald,T1121,24
66,2025-02-14,2.06,3.49,41.33,9.62,2.0,2.0,,Anthony Wright,T1122,7
66,2025-02-15,13.55,16.04,30.34,1.61,9.0,1.0,,Anthony Wright,T1123,73
66,2025-02-21,1.36,0.95,10.1,1.71,3.0,5.0,,Anthony Wright,T1124,107
66,2025-02-22,3.24,2.17,8.33,6.79,15.0,4.0,,Anthony Wright,T1125,99
66,2025-02-26,1.69,1.6,8.89,3.04,0.0,4.0,,Anthony Wright,T1126,122
66,2025-03-03,9.07,8.46,17.91,9.99,1.0,2.0,,Anthony Wright,T1127,12
66,2025-03-04,0.9,1.15,45.76,7.93,11.0,2.0,,Anthony Wright,T1128,85
66,2025-03-07,10.66,12.87,44.15,1.13,3.0,2.0,,Anthony Wright,T1129,3
66,2025-03-16,2.81,3.57,25.4,7.37,14.0,2.0,,Anthony Wright,T1130,79
66,2025-03-19,2.19,2.23,19.22,5.03,4.0,5.0,,Anthony Wright,T1131,85
66,2025-03-21,13.96,10.7,29.77,8.51,5.0,3.0,,Anthony Wright,T1132,10
66,2025-03-23,2.54,3.11,17.85,4.67,10.0,3.0,,Anthony Wright,T1133,33
66,2025-03-28,0.52,0.51,9.97,0.57,1.0,4.0,,Anthony Wright,T1134,46
66,2025-04-04,2.84,2.19,24.18,7.39,1.0,3.0,,Anthony Wright,T1135,59
66,2025-04-07,7.44,13.48,40.8,0.13,2.0,2.0,,Anthony Wright,T1136,52
66,2025-04-15,1.34,0.94,36.94,8.6,2.0,4.0,,Anthony Wright,T1137,6
66,2025-04-18,18.49,12.61,41.5,2.15,1.0,2.0,,Anthony Wright,T1138,130
66,2025-04-20,5.64,6.23,9.01,9.32,2.0,,,Anthony Wright,T1139,29
66,2025-04-25,11.72,17.85,32.86,3.67,1.0,,,Anthony Wright,T1140,119
66,2025-05-01,12.31,18.46,8.84,1.21,7.0,2.0,,Anthony Wright,T1141,97
66,2025-05-03,2.69,2.84,8.23,5.99,1.0,,,Anthony Wright,T1142,68
67,2025-02-19,11.95,9.33,19.72,0.19,3.0,3.0,81.0,Michelle Pacheco,T1143,60
67,2025-02-24,12.02,10.6,45.91,0.72,9.0,2.0,81.0,Michelle Pacheco,T1144,124
67,2025-02-28,3.8,4.73,13.08,3.93,3.0,,81.0,Michelle Pacheco,T1145,84
67,2025-03-10,3.5,6.0,20.31,6.2,6.0,4.0,81.0,Michelle Pacheco,T1146,41
67,2025-03-19,1.07,1.55,16.95,7.69,4.0,2.0,81.0,Michelle Pacheco,T1147,113
67,2025-03-25,1.94,2.01,46.93,9.43,1.0,4.0,81.0,Michelle Pacheco,T1148,65
67,2025-04-10,0.81,0.8,45.53,4.61,8.0,4.0,81.0,Michelle Pacheco,T1149,79
67,2025-04-12,3.38,2.42,5.16,8.07,1.0,4.0,81.0,Michelle Pacheco,T1150,63
67,2025-05-07,1.3,1.86,33.95,0.38,1.0,2.0,81.0,Michelle Pacheco,T1151,148
68,2025-02-11,1.31,1.01,26.74,8.51,2.0,,8.0,Sharon Ray,T1152,118
68,2025-02-13,1.12,1.57,12.77,2.92,1.0,,8.0,Sharon Ray,T1153,37
68,2025-02-18,4.78,5.24,7.18,9.34,1.0,4.0,8.0,Sharon Ray,T1154,64
68,2025-02-21,4.78,8.86,34.21,4.03,4.0,4.0,8.0,Sharon Ray,T1155,86
68,2025-02-23,1.93,3.25,10.79,4.27,9.0,4.0,8.0,Sharon Ray,T1156,133
68,2025-02-25,1.91,1.51,18.95,4.98,5.0,5.0,8.0,Sharon Ray,T1157,34
